text,label
Don't have a peaceful place to stay Let all fighting cease that your children may see peace Wipe their tears of sorrow away ( chorus ) To believe in a day When hunger and war will [PET_BOUNDARY]pass away[PET_BOUNDARY] To have the hope amidst despair That every sparrow's counted That you hear each cry and listen to each prayer,0
"The report pointed out that since 2008 alone, 21 formal complaints have been brought by communities affected by Bank investments that they say have violated their land rights. It also emphasised that while responsibility for land-grabbing lied with many actors-- from developing and [PET_BOUNDARY]developed country[PET_BOUNDARY] governments to private investors-- the World Bank had more influence to' change the terms of the debate'. ",1
"All the Way: A Decade of Song songs I just want to say, this is one of the best CDs to buy. I am so happy to know she and her husband are [PET_BOUNDARY]expecting[PET_BOUNDARY] a child. They deserve it. ",1
"what a ridiculous comment, tony. your comment suggests that anyone who disagrees with obama even on one issue is a racist and that is wrong. americans have the right to disagree with any administration. remember those famous words'they came from hilary clinton. do the country a favor and [PET_BOUNDARY]lay off[PET_BOUNDARY] the obama koolaid, pal.",0
Even though they are on separate ships it all still goes wrong @ @ @ @ @ @ @ @ @ @ Shaw manages to walk straight on to another ship and took off so I'm guessing the same happened to them ). Also if they really were intending to destroy humans (again only implied by character) then why did that engineer go after Shaw at the end when he [PET_BOUNDARY]let her go[PET_BOUNDARY] previously? Surely he would have just boarded another ship and continued on with his mission?,0
"Ed Smith is an African-American alderman who's represented the West Side for 20 years. ""It was a divided constituency when the younger Daley came in,"" says Mr. Smith. ""He had to really work, especially since Harold the [PET_BOUNDARY]late[PET_BOUNDARY] former mayor Washington was so well-loved, so gregarious. This mayor was a little subdued."" ",1
"The [PET_BOUNDARY]mentally challenged[PET_BOUNDARY] girl in the Glen Ridge, NJ gang rape case had her medical and psychiatric records rifled through by the defense, who kept throwing up things she said in therapy during cross examination to prove that a teenager with the mental capacity of an 8-year-old was a ""slut"" and a ""pig"" (his words) and therefore wanted to be raped with a baseball bat and a pool cue. ",1
"Years later, we can look back with mixed reaction. [PET_BOUNDARY]Low-income[PET_BOUNDARY] housing continues to lag behind the need, as it does everywhere in the nation. The county's general plan update is meant to address some of this problem in the coming years. ",1
"Wow! I really admire your style! Talking about ""the [PET_BOUNDARY]time of the month[PET_BOUNDARY]"" with confidence on your blog is very inspiring! You wear your white pants like it won't affect the situation!",1
"Mace's book is illustrated with sketches by the [PET_BOUNDARY]late[PET_BOUNDARY] Joseph Astarita, of Brooklyn, N.Y., a fellow civilian construction worker listed among the Morrison-Knudsen crew who became a POW along with Mace. @ @ @ @ @ @ @ @ @ @ 1947, documented the battle for Wake Island, including the Japanese capture of the Americans and the transfer of the survivors by prison ship. ",1
"One windy day, the sea flooded the port city of Dwaravati. All its occupants [PET_BOUNDARY]perished[PET_BOUNDARY] except Krishna, an avatar of Vishnu, and his brother Balarama, who were walking in the forests of Raivataka Hill. Krishna left his brother alone. ",1
"I kneel and just use the main facuet, not the shower. I pure the cold water over me quickly and breathe out when I do so, [PET_BOUNDARY]chest[PET_BOUNDARY], back and head. I also have found a @ @ @ @ @ @ @ @ @ @ The salt dissolves and I get the feeling the salt water conducts the energy flow around my skin better. ",0
"I'm now convinced that my friend, lawyer Gary Welsh of Advance Indiana, who has excellent instincts, was correct. @ @ @ @ @ @ @ @ @ @ link from a comment at the bottom which took me to a series of Youtube videos connected to one Alan Sabrosky trying to blame 9-11 on Israel and the Jews. His credentials are apparently well connected and the commenters following him wish to [PET_BOUNDARY]exterminate[PET_BOUNDARY] the jews. He is also said to be a Jewish ex marine and former director of the army war college. ",1
"the excitement, such as it was, over basil hallward's disappearance would soon [PET_BOUNDARY]pass away[PET_BOUNDARY]. it was already waning. he was perfectly safe there. nor, indeed, was it the death of basil hallward that weighed most upon his mind. it was the living death of his own soul that troubled him.",0
"A good and scriptural description of forgiveness that includes the need for repentance. To my understanding, repentance is not just saying, and turning away from it. The victims can and probably should [PET_BOUNDARY]let go of[PET_BOUNDARY] their pain when able but Holmes himself can't truly be forgiven for what he's unwilling to take responsibility for.",0
"A former mechanic, McFoy went back to school at Davidson County Community College to learn @ @ @ @ @ @ @ @ @ @ from DCCC by 2014, started working as a machinist for Special Fab and Machine Inc. in Lexington about a month ago. He's loved every minute of it, he said. ""When I got [PET_BOUNDARY]laid off[PET_BOUNDARY], I wanted to try something different,"" McFoy said. "" Now, I'm hooked. Sure, it's work, but it's fun. ",1
"Last week a federal judge [PET_BOUNDARY]dismissed[PET_BOUNDARY] a lawsuit against the Drug Enforcement Administration by Lee Paige, the DEA agent who literally shot himself in the foot with an allegedly unloaded gun while talking about firearm safety to a roomful of Florida children-- right after announcing, ""I'm the only one in this room professional enough... to carry this Glock 40. """,0
"For those unfamiliar with the term, the two-week wait is the time between ovulation and the beginning of a woman's next period. For women who are not trying to get pregnant, the two-week wait is as little noted as any other [PET_BOUNDARY]time of the month[PET_BOUNDARY]. For women who are trying to conceive, especially those who have been trying for a while, the two-week wait can seem like forever.",1
"this might not mean that jeep will [PET_BOUNDARY]lay off[PET_BOUNDARY] any workers in the us - it may want to just use the plants in italy to increase overall production for the north american markets, but it just as likely means that some jeep jobs will be lost in the us and will be replaced by the plants in italy.",1
"Hey FooFighter, I hope they [PET_BOUNDARY]pull the plug[PET_BOUNDARY] on you as soon as possible... You people are a bunch of fucking assholes talking about who should die. All of you here go fuck yourselves... I hope everyone of you die from some nasty ass bleeding disease. Bunch of fucking trolls.",0
"Jesus could not induct Himself into the office while here on Earth in human form. It was necessary for Him, as explained in the parable of the pounds (Luke 19), [PET_BOUNDARY]to go to heaven[PET_BOUNDARY] to there receive the authority of the Kingdom from God (the Father) -- and to be CROWNED! The coronation ceremony will take place in heaven at God's throne, before Christ's return in POWER and GLORY!",0
"I bet that we all will be studying these new options very closely. Many of us will be swayed to purchase one of the competitions vehicles. And there is nothing wrong with that. I have said myself that I will very likely purchase a new Honda or Prius this fall or early next year. But in 2011 or 2012 when the Volt gets to a dealer close to me, I will [PET_BOUNDARY]pass on[PET_BOUNDARY] to my wife the Honda or Prius and go shopping for a new Volt.",0
"Whites, too, have a right to exist. The primary duty you have as a human being is to preserve the heritage of your ancestors and [PET_BOUNDARY]pass on[PET_BOUNDARY] to your children a country they can call their own and where they can live in dignity.",0
"Eternal, Jehovah, Jesus Christ, Messiah, All-beautiful, All-true, All-holy! All-loving and All-merciful in the old and in the new covenant @ @ @ @ @ @ @ @ @ @ away, but my words shall not [PET_BOUNDARY]pass away[PET_BOUNDARY]. Thou hast said: I came not to destroy the old covenant, but to fulfill it.",0
"Finally, there are women who are ""blocked"" psychologically from experiencing orgasm. For some reason, at this time in their lives, they are facing situations or relationships where it may be difficult to [PET_BOUNDARY]let go[PET_BOUNDARY] or experience pleasure.",0
"ComNavFE's Operation Order 5-50, issued that evening, instructed the Seventh Fleet to conduct surface and air operations to [PET_BOUNDARY]neutralize[PET_BOUNDARY] Formosa. On the morning of the 29th, pursuant to these instructions, Admiral Hoskins made his presence felt by flying 29 F4Us and ADs up Formosa Strait. ",1
"""Noel Griffin, the ISPCA's chief executive said that his group's [PET_BOUNDARY]put to sleep[PET_BOUNDARY] figures were higher than other pounds because it does not give dogs to other welfare groups to rehome in Britain. He questioned how other Irish animal-welfare groups were managing to find homes for dogs that he said were of"" no value ""&;"" not the prettiest "". ",1
"But however this may have been, His intention in employing the term, hitherto used of the Hebrew people viewed as @ @ @ @ @ @ @ @ @ @ establishing can not be mistaken. It implied the claim that this society now constituted the true people of God, that the Old Covenant was [PET_BOUNDARY]passing away[PET_BOUNDARY], and that He, the promised Messias, was inaugurating a New Covenant with a New Israel. ",0
instead he is approaching it like a merger. telling the board how he is going to [PET_BOUNDARY]lay off[PET_BOUNDARY] people so who cares what they think about him now.,1
"Besides, the decision to [PET_BOUNDARY]pull the plug[PET_BOUNDARY] on Google's mapping database at the end of what was probably a five-year contract had to have been made while Jobs was running the company.",0
"Dear Reviewers, Stop [PET_BOUNDARY]expecting[PET_BOUNDARY] that every character in every movie will behave in exactly the way that you are expecting them to behave. This is a story about certain people, who make certain decisions, which have certain consequences. ",0
"Reason, however cultivated and improved, can not produce the love of God; which is plain from hence: It can not produce either faith or hope; from which alone this love can flow. It is then only, when we ""behold "" by faith "" what manner of love the Father @ @ @ @ @ @ @ @ @ @ Son, that we might not [PET_BOUNDARY]perish[PET_BOUNDARY], but have everlasting life, that "" the love of God is shed abroad in our heart by the Holy Ghost which is given unto us. "" It is only then, when we "" rejoice in hope of the glory of God, "" that "" we love Him because he first loved us."" But what can cold reason do in this matter? It may present us with fair ideas; it can draw a fine picture of love: But this is only a painted fire. ",1
"And from a Philosophical standpoint, also not certain that it is any worse of the Political Suicide Bombers in the world. I believe that the Bombers life would have be better utilized as a platform for transplant, than their chosen [PET_BOUNDARY]demise[PET_BOUNDARY]. The real issue is not Philosophical but Moral, and the only reason for even considering a Kidney donor from those incarcerated would be person wishes, given to somehow amelertate any perceived wrongdoing on the part of the Prisoner or whomever. ",1
"For example, setting the [PET_BOUNDARY]disabled[PET_BOUNDARY] attribute to the value ""false"" is disallowed, because despite the appearance of meaning that the element is enabled, it in fact means that the element is disabled (what matters for implementations is the presence of the attribute, not its value). ",0
"Regeneration is involved in pardon and justification. Old things have [PET_BOUNDARY]passed away[PET_BOUNDARY], and, behold, all things become new. The blind see, the lame walk, the deaf hear, the dead are brought to life. ",0
"Sidious, now scarred from the ""attempt on his life, "" took advantage of Skywalker's emotional distress and pressured him to turn to the dark side of the Force. Unsure what to do and feeling he could never be forgiven for what he had done, as well as desperate to save his wife Padm Amidala from the possibility of a presaged [PET_BOUNDARY]demise[PET_BOUNDARY], Skywalker complied and was "" knighted"" by Sidious as his new apprentice, Darth Vader, Lord of the Sith. Vader would have an important role to play in carrying out his new master's plan. ",1
"AT&T's; promise ""relies on a definition of broadband that does not nearly put our country on par with our global competitors, "" then-FCC Commissioner Jonathan Adelstein said, adding that the deal "" would have been substantially improved by the inclusion of more specific, quantifiable, and enforceable commitments for rural and [PET_BOUNDARY]low-income[PET_BOUNDARY] consumers."" ",1
"Well, unfortunately, I doubt that the story about this little girl with that horrible disease would have made the news if not for the Facebook issue. This story should have been just about Kathleen [PET_BOUNDARY]passing away[PET_BOUNDARY]. Instead they printed the information about the Facebook problems, and people are going to jump on that. ",1
"In all, four drivers would [PET_BOUNDARY]perish[PET_BOUNDARY] in the World Championship during the 1958 season. PatO'Connor would be the first to die as part of the World Championship. ",1
"In most of the cases where a farm worker has died, the employer was found to have repeatedly [PET_BOUNDARY]deprived[PET_BOUNDARY] farm workers from adequate water and shade in violation of state regulations. It is obvious that these bad employers prey on the state's inability to enforce the law.",0
"Suddenly, another Time Lord appears in front of him, who the Doctor realises intercepted the transmat beam he and his companions were riding to Nerva. The Time Lords have foreseen a time when the Daleks will [PET_BOUNDARY]exterminate[PET_BOUNDARY] the universe itself. They want the Doctor to travel back to the time of their beginning to avert their creation, make them less aggressive, or find some inherent weakness in their makeup. ",1
"If auto root update is [PET_BOUNDARY]disabled[PET_BOUNDARY], no attempt to retrieve the root is made. Therefore, the roots are not installed. ",0
"Accordingly, Justice holds the keys of retribution (reward and punishment ) that open the gates of the House of Light. In Fragment VIII, verses 15-16, the Goddess proclaims: ""Justice has not loosened the shackles of Being allowing it to be born nor to [PET_BOUNDARY]perish[PET_BOUNDARY], but holds it fast. "" And, the Goddess continues: "" her Justice's decision about these matters consists in this: it is or it is not."" ( 15) ",1
"The way forward that has worked the best when I have over-reacted is to [PET_BOUNDARY]let go of[PET_BOUNDARY] any redaction that is not who I am when I'm at my best. My baseline for ""my best"" are some pictures I have when I was a child - pristinely myself - naturally loving, full-on, and curious about everything.",0
"clearly, an avalanche of ""mistakes"" has led to this unfortunate ending. i genuinely believe that leigh never meant to disclose a live password, but this doesn't excuse his ignorance of basic security practices (passwords are secret: even if you think they have [PET_BOUNDARY]expired[PET_BOUNDARY], it's best not to assume, especially when international diplomacy is at stake). roughly outlined, the ""mistakes"" i have seen people claim are as follows:",0
"He wouldn't and couldn't make himself listen to any of it. If most of them are like this fellow, they'll just continue to live in their own little universe as it wraps itself tighter and tighter until it evaporates like a small black hole when most of them [PET_BOUNDARY]pass on[PET_BOUNDARY]. The politics of spite is not a pretty sight. ",1
"Thank you, Rachel, for sharing your story. This September I was reminded of the importance of volunteering and performing random acts of kindness. Sept 12 would have been my friend's 23rd birthday. This year, instead of being sad that she's [PET_BOUNDARY]passed on[PET_BOUNDARY] from this world, we joined forces to spread random acts of kindness.",1
"as the volunteers worked, rosenblum met with an electrician and hvac contractor. they gave him estimates, but his cinderblock walls are still drenched. rosenblum is unemployed, a [PET_BOUNDARY]laid off[PET_BOUNDARY] computer programmer.",1
"And didn't you hear what the doctor said about why your tork is orange, cheetosdyk. Got [PET_BOUNDARY]lay off[PET_BOUNDARY] those things cheetosdyk. Tork the dork. ",0
"There are two very good reasons why the Knicks are knuckleheads for [PET_BOUNDARY]passing on[PET_BOUNDARY] Allen Iverson. For one thing, they've fallen completely off the radar in New York. ",0
"don't really see the problem, you were talking on a non-apple headphone and [PET_BOUNDARY]pulled the plug[PET_BOUNDARY] in the middle of talking. The phone then didn't register that, just pull the headphones out before you answer the call.",0
"My piece was superseded in the Fifteenth Edition (1974-1984) by a wise and comprehensive five-page article by the [PET_BOUNDARY]late[PET_BOUNDARY] Erwin Stengel, professor of psychiatry at the University of Sheffield. Its most innovative section is headed ""Suicide in the Future,"" and Stengel's predictions are not particularly rosy. ",1
"2010-2011: @ @ @ @ @ @ @ @ @ @ rebuilding process hit the rocks before it even got properly started as new coach Gasperini was [PET_BOUNDARY]dismissed[PET_BOUNDARY] already after three league matches into the season. This came as no surprise, though, as Inter's worst start in decades was not only represented by dreadful results (one point from a possible nine) but also by unbalanced performances. ",1
"2 ). I don't think we necessarily need 10, or whatever number, conservative networks. We just need several conservative to non-liberal networks to even the playing field. Fox alone can't [PET_BOUNDARY]neutralize[PET_BOUNDARY] the Liberal Media Complex.",0
"look, as i travel around the country, this is the issue that will break your heart over and over again. just yesterday, i was in toledo shaking some hands in a line. two women, both of them probably in their mid- to late-s, had just been [PET_BOUNDARY]laid off[PET_BOUNDARY] of their plant. neither of them have health insurance.",1
We do NOT need some self-imposed book cop telling us what to read or not to read. [PET_BOUNDARY]Lay off[PET_BOUNDARY]. Get over it.,0
"""A Dutchman without a pipe is a national impossibility. If a Dutchman were [PET_BOUNDARY]deprived[PET_BOUNDARY] of his pipe and tobacco, he would not even enter Paradise with a glad heart.""",0
"It's certainly a necessity if you have any intention of taking ""personal responsibility "" to eat healthfully, which conservatives claim to be a big fan of. Some people seem to think that if it's @ @ @ @ @ @ @ @ @ @ [PET_BOUNDARY]developing country[PET_BOUNDARY] can do without, it must not be a necessity. They completely ignore the fact that different societies have different "" necessities."" ",1
"the atlantic club [PET_BOUNDARY]laid off[PET_BOUNDARY]  workers, although three-quarters of those were seasonal jobs that would have ended anyway a bit later in the year. the storm forced the casino to end them earlier than it otherwise would have, chief operating officer michael frawley said.",1
"Because buying is among the stuff that consume the majority of the wedding ceremony spending budget, this will pay to possess wise as well as cost-effective buying strategies that won't depart your own wallet bare. Here are a few superb buying processes for the actual [PET_BOUNDARY]economical[PET_BOUNDARY] bride-to-be. ",1
This is a surprise given the low ratings of most NBC comedies. Cook may not be the sharpest knife in people do like him for whatever reason. I mean it must have been REALLY bad for them to have [PET_BOUNDARY]pulled the plug[PET_BOUNDARY].,0
", God is everything. People who believe that don't need admiration, they don't need to [PET_BOUNDARY]sleep with[PET_BOUNDARY] a man, they feel safe. But I can't invent a belief. ""? Graham Greene, The End of the Affair",1
"Thereafter, he visited him in London with his wife and children. But upon the [PET_BOUNDARY]demise[PET_BOUNDARY] of his father on 26 November, 2011, a meeting was convened by Professor Joseph Ojukwu with a view to reaching an amicable settlement as to who should control and manage the personal property owned by Ojukwu Transport which belonged to their grandfather, Sir Louis Ojukwu and the ones belonging to their father, Emeka Ojukwu. ",1
"If I type what I wish this govt for abandoning me God would punish me, so I will resist. I paid those premiums for TWENTY ONE years, until an unrelated surgery [PET_BOUNDARY]disabled[PET_BOUNDARY] me making me eligible for medicare &; disability at 63 years old. I will never forgive the medical profession, our politicians who did @ @ @ @ @ @ @ @ @ @ because I had had cancer which is the worst pre existing condition one can have. ",1
"Little thought seems to have been given the question of whether to commit ground forces. The recommendations were accepted by the President, and a directive was at once sent General MacArthur authorizing him to use @ @ @ @ @ @ @ @ @ @ of the 38th parallel, and instructing him to [PET_BOUNDARY]neutralize[PET_BOUNDARY] Formosa by the use of the Seventh Fleet. ",1
"the kids' parents only have their best interests at heart when they arrange for stan, kyle and cartman to be exposed to the chickenpox virus. the boys see things differently and decide to get even @ @ @ @ @ @ @ @ @ @ meanwhile, kyle and kenny's fathers try to rekindle their childhood friendship, despite their socio-economic differences.  roger ebert should [PET_BOUNDARY]lay off[PET_BOUNDARY] the fatty foods  original air date:..",0
"Men: wear a tie. If you don't look sharp, you're making it all the easier for you to be [PET_BOUNDARY]dismissed[PET_BOUNDARY] as fringe. You want this person that you're talking to thinking that you are smart and that Mean Business. ",0
"When I was a kid, my parents had a purebred Dalmatian, who suffered numerous health @ @ @ @ @ @ @ @ @ @, and none of those have had serious health problems. I know that's only circumstantial evidence, but without the threat of inbreeding, is buying a mutt more [PET_BOUNDARY]economical[PET_BOUNDARY] choice-- both because it lacks the breeder price tag and because there's a decreased chance of ailments associated with a limited gene pool? Or am I out on a lark? ",1
"The term refers to the practice of watching over the corpse during the period between death and burial. Partly, this had to do with making sure someone was always around in case the corpse woke up (see our Buried Alive page for numerous stories about premature interments), but the watchers were also there to make sure household animals and assorted vermin were kept off the [PET_BOUNDARY]deceased[PET_BOUNDARY]. ",1
"He wrenched the chair around to sit at the kitchen table. "" You can [PET_BOUNDARY]sleep with[PET_BOUNDARY] each other in the same bed. But that doesn't mean much else happens. ",0
I have submitted my resume over 30 times to 30 different ministries since 2010 and have yet to be granted an interview. I had stopped searching while we were [PET_BOUNDARY]expecting[PET_BOUNDARY] our second child because we were unable to travel if called upon to candidate. I have since resumed searching but the results are still the same.,1
"A Republican who ran her [PET_BOUNDARY]late[PET_BOUNDARY] husband's scrap-iron business, Lorman is no bleeding heart. She notes that the program actually saves taxpayer dollars. ",1
"Specifically where you said that ""Giving up and giving in are a razor's edge difference,"" although I think there is truth to what you said, it isn't appropriately applied here. I'm pretty sure that the overall message is to' give up on / [PET_BOUNDARY]let go of[PET_BOUNDARY] ego-driven, external BS that you let influence / distract / hold you back from your Self' but obviously NOT to give up on caring about the thing(s) you LOVE to do...",0
"For East Africa, subnational estimates were available from two countries. Family Health International (FHI ) conducted a mapping and census study in Addis Ababa and Nazareth, the latter being a popular holiday destination located at the crossroads of @ @ @ @ @ @ @ @ @ @ included three groups of women: ( 1 ) street based [PET_BOUNDARY]sex workers[PET_BOUNDARY], ( 2 ) establishment based FSW working in hotels, bars, restaurants, red light houses, pastry shops, tea and coffee houses, beer shops, and ( 3) women working as waitresses in the same establishments. Among the waitresses 40-- 45% admitted to being involved in sex work besides their official job. ",1
"We should increase proprietary individual income through multiple channels. We should improve the way in which income is distributed, protect lawful income, increase the income of [PET_BOUNDARY]low-income[PET_BOUNDARY] groups, adjust excessively high income, and prohibit illicit income. ",1
"The gun is fired by blowing into a mouthpiece on the headset. ""Anyone with mobility from the neck up can potentially compete at the highest level. I think the most valuable aspect of this technology is that... [PET_BOUNDARY]disabled[PET_BOUNDARY] and able-bodied sports do not need to be separate and that we can introduce sports that allow a much broader section of the population to participate together"", observed Colin McSwiggen who, along with Jeffrey Gough and Juhye Lee, developed the device to demonstrate how people living with quadriplegia could compete with able-bodied people in clay pigeon shooting. Brainsled ",0
"bundling is there wether you talk about Elsevier, Springer, Wiley-Blackwell or other big deal providers... It is always possible to buy on a per article basis or get personal subscriptions to specific journal. The catch is although the bundelling seems a bad practice, try to evaluate how the big deal costs VS smaller deals. obviously the bigger is the university and the broader are the themes of that University, the more [PET_BOUNDARY]economical[PET_BOUNDARY] a big deal becomes... As low as a few cents per article downlowded even if some journals are never actually used by this university. The hard reality is those big deal providers represents about 60% of the market of the total scientific journal literature nowadays. they are big, and Not many others provide digital access to the almost every thing they have published since they exist. ",1
Grasp the bar with your palms facing toward you and extend your arms fully. Pull the bar downward explosively until it reaches [PET_BOUNDARY]chest[PET_BOUNDARY] level. Return to the starting position under control.,0
"According to The Zombie Survival Guide the Romans considered the Romans just like this: a (creepy) problem requiring a practical solution (namely, cut the head of the monster and burn the whole thing as soon as they are all beheaded). They also wrote their own manual to dispatch zombies, that allowed them to [PET_BOUNDARY]neutralize[PET_BOUNDARY] all outbreaks in their territories before they became actual threats (the one that did was outside of their territories and prompted both the Roman manual).",1
"An Extreme Encourager actively listening to someone. Being an extreme encourager doesn't mean that you blindly tell people ""You can do it!"" or ""[PET_BOUNDARY]Let go of[PET_BOUNDARY] fear!"" It's deeper than that. It's seeing the truth of the other person, especially when they can not.",0
""" The much loved Angel Mountain books take the form of a discovered diary, which follows the life of insuppressible heroine Mistress Martha Morgan from her late teenage years to her [PET_BOUNDARY]demise[PET_BOUNDARY] in this the final book......... Wackier she may get but it is apparent that Mistress Martha has lost none of the saltiness and spirit that have endeared her to readers since the first book called @ @ @ @ @ @ @ @ @ @ ",1
A friend shared a bit wisdom with me the other day that had been [PET_BOUNDARY]passed on[PET_BOUNDARY] to him. It seems applicable to the current state of our government and beliefs of so many these days.,0
"Right now I'm reading A Lawyer's Journey: The Morris Dees Story about a lawyer in the U.S. who fights for civil rights. I'm also reading the last book Toshisada Nishida, the eminent Japanese primatologist, wrote before he [PET_BOUNDARY]passed away[PET_BOUNDARY] recently. It's about the Mahale chimpanzees in Tanzania. ",1
Our baby at 8 months still sleeps with us about 3 hours a night. I probably wont try to correct it until maybe 1? up at 7am but he improved on his own. whatever works for parent and baby is whats best! Though sleeping without a pillow really sucks! (we had a major scare so I never [PET_BOUNDARY]sleep with[PET_BOUNDARY] a pillow when he is in our bed) Erin,0
"Conformance checkers must check that the input document conforms when parsed without a browsing context (meaning that no scripts are run, and that the parser's scripting flag is [PET_BOUNDARY]disabled[PET_BOUNDARY] ), and should also check that the input document conforms when parsed with a browsing context in which scripts execute, and that the scripts never cause non-conforming states to occur other than transiently during script execution itself. ( This is only a ""SHOULD "" and not a "" MUST"" requirement because it has been proven to be impossible. COMPUTABLE) ",0
"It is important to understand the signs and symptoms of a bully in order to help the victim and the victimizer deal with and [PET_BOUNDARY]exterminate[PET_BOUNDARY] the behavior. @ @ @ @ @ @ @ @ @ @ bullying events. If you choose to make a formal complaint, you will be responsible for providing information should there be charges brought against the bully. ",0
If this was a sequel I sure as hell would have watched the previous movie. It's like going into Return of the Jedi [PET_BOUNDARY]expecting[PET_BOUNDARY] everything to make sense. You have to watch A New Hope and The Empire Strikes Back to get the full context.,0
"When it was desired to frighten the enemy, the music chosen was usually funeral music or sounds that invited thoughts of death or those who had [PET_BOUNDARY]passed on[PET_BOUNDARY]. One example of such of Time:",1
"When I was younger, I had a nasty chunk of credit card debt, most of which I racked up through reckless gambling. My great-aunt [PET_BOUNDARY]passed away[PET_BOUNDARY]-- she was the only one in the family with any money-- and left me a little something, which I used to pay off those credit card bills. I was not thereby sapped of agency and control over my future. ",1
She can't tell anyone. She sits back and watches as their [PET_BOUNDARY]disabled[PET_BOUNDARY] teenage son idolizes Walt's coolness and simultaneously @ @ @ @ @ @ @ @ @ @ result of her oft-understandable protectiveness.,1
"Continuing from the Draenei warlock thread to stop the derail. We were discussing Sylvanas' leader story and her new purpose, which led to the idea of her being stewardess of the Forsaken as they [PET_BOUNDARY]pass on[PET_BOUNDARY]. However, Deerde mentioned that her purpose makes such an acceptable role impossible at the moment. ",1
"Lassie trails behind the group, dreamily. With her curly, honey-colored hair and broad, open face, she couldn't be more different from her mother, who must have [PET_BOUNDARY]slept with[PET_BOUNDARY] some Scandinavian pretty-boy the night she conceived. I gather my bed roll and the small duffel packed with one-night necessities. ",1
As Egypt now is opening Rafah border crossing and when its current leadership better cooperates with Hamas it would be easier than before logistically and politically annex Gaza with Egypt e.g. as autonomous province with cultural and [PET_BOUNDARY]economical[PET_BOUNDARY] independence. Annexing Palestinian West Bank areas similar way with Jordan could decrease Israeli security concerns and hence allow smaller buffer zones and less fragmented area for Palestinians.,0
"I'm guessing the owner was aware of the hell Le Bec-Fin in Philadelphia went through, re-inventing itself for a youthful next generation with different tastes, budgets, attire, and table manners, and elected to leave on a high note. Side note: condos over restaurants are a lawyers' delight, as upwardly permeating smells in older retrofitted buildings cause considerable conflict and litigation-that was among the reasons for the [PET_BOUNDARY]demise[PET_BOUNDARY] of Genji on Newbury St. ",0
"""When the well-being of children is at stake, people of all stripes are called upon to put aside personal agendas, find the humility and courage to do what is right, and [PET_BOUNDARY]let go of[PET_BOUNDARY] what has not worked. This book provides compelling reasons for doing this in success, and pathway to a brighter future."" (Archbishop Emeritus Desmond Tutu)",0
"With 7B people on the planet, they all have to eat, and I really don't think that organically and humanely raised anything is going to feed those kinds of masses. In our [PET_BOUNDARY]developed country[PET_BOUNDARY], people eat like pigs while people in poor countries starve... if there could be an even distribution of food where we would have less and starving people would have more, the world would be a more peaceful place... a utopia that, unfortunately, is unattainable now. ",1
"Psalm 9:18 But the needy will not always be forgotten, nor the hope of the afflicted ever [PET_BOUNDARY]perish[PET_BOUNDARY]. Psalm 19:11 By them is your servant warned; in keeping them there is great reward. ",0
"To me race is an issue for the older generation, especially considering the new minority-majority coming up (i'm 25 1st generation latino-american). Any racists left in America are doomed to live in the boondocks away from the hubs of innovation, and wealth @ @ @ @ @ @ @ @ @ @, etc and the slow [PET_BOUNDARY]demise[PET_BOUNDARY] of major religion I just don't see conservative social issues holding the weight they once carried in voters' minds. I think political arguments in the future will center around individualism versus collectivism, and considering robots and machine learning will take all of our jobs, I see collectivism winning the battle. ",0
"The GOP has not reached the end of their strategic plan to crash the economy and point the finger at @ @ @ @ @ @ @ @ @ @ election and I'm sure the Romney camp prays really, really hard for another recession while the House works... well, you you... does it's damnest to continue cutting public sector jobs-like completely destroying the Post Office and [PET_BOUNDARY]laying off[PET_BOUNDARY] tens or hundreds of thousands it make that UE rate soar! And that's just one item on the agenda. ",1
"Scholarly journals are seldom services to readers, but mostly career-advancing services to authors. Logically, because it's ""publish or [PET_BOUNDARY]perish[PET_BOUNDARY] "" in the scholarly ego-system, and not "" read or rot"". On Joe's logic, none of the journal owners are' publishers'. ",0
"Satyanarayana says: ""Given time and money, surely agricultural giant Monsanto and others will sove this problem. You may never need bees after all"" Hmmm... Satyanarayana might of course be working for Monsanto, but that doesn't change the fact that she (or he) has posted an incredibly stupid comment, [PET_BOUNDARY]deprived[PET_BOUNDARY] of all insight into this most disturbing situation.",0
"Osiris's principle function as the god of the dead was to judge the soul of the [PET_BOUNDARY]deceased[PET_BOUNDARY]. If that soul were found to be pure and sinless, it would be admitted into the realms of bliss; if it were to be found in any way weighted with sin or crime, it was thrown to Amenti, a horrid god with the face of a crocodile, the front of a leopard, and the back of a rhinoceros, who would consume the soul in its frightening jaws. ",1
"He is bright but for some reason his performance is poor, he makes a lot of mistakes that costs money, and doesn't care about the job at all. The office manager told me today that they don't [PET_BOUNDARY]let him go[PET_BOUNDARY] because they hope my stepson will find another job soon and leave (he just finish a MBA) but asked me not to tell anyone. The problem is that I don't think he is looking for another job.",1
"Having given an idea of the times for about thirty-eight years next to come, Christ shows what all those things would end in, namely, the destruction of Jerusalem, and the utter dispersion of the Jewish nation; which would be a type and figure of Christ's second coming. The scattered Jews around us preach the truth of Christianity; and prove, that though heaven and earth shall [PET_BOUNDARY]pass away[PET_BOUNDARY], the words of Jesus shall not pass away. They also remind us to pray for those times @ @ @ @ @ @ @ @ @ @ shall any longer be trodden down by the Gentiles, and when both Jews and Gentiles shall be turned to the Lord. ",0
